Account Name,City,Address,County State,Zip Code,R12 Segment,R36 New Unit Revenue,R12 Service Revenue,R12 Rental Revenue,R12 Aftermarket Revenue,Min of Latitude,Min of Longitude
ALL INDUSTRIAL ENGINE,WILLOUGHBY,DIV OF ALL LIFT SERV,Lake OH,44094,P,$0,$0,$0,$0,,
ALL STAR AUTO LIGHTS INC,INDIANAPOLIS,3250 NORTH POST ROAD,Marion IN,46226,P,$0,$0,$0,$0,39.81576994,-86.00990970
ALLEGION,INDIANAPOLIS,8506 E 30TH STREET,Marion IN,46219,C3,$0,$0,$0,$11370,39.81134541,-86.01798928
ALLIANCE WORLDWIDE DIST,INDIANAPOLIS,9702 E 59TH ST,Marion IN,46216,P,$0,$0,$0,$0,39.86304355,-85.99782887
ALLIED AUTOMATION,INDIANAPOLIS,5220 E 64TH ST,Marion IN,46220,P,$0,$0,$0,$0,39.87252858,-86.08221688
ALLIED EQUIPMENT,INDIANAPOLIS,4420 SAM JONES EXPRESSWAY,Marion IN,46241,D3,$0,$0,$0,$8849,39.73290430,-86.23597789
ALLIED EQUIPMENT,INDIANAPOLIS,DEPT 73300,Marion IN,46206,D3,$0,$0,$0,$8849,,
ALLISON TRANSMISSION,INDIANAPOLIS,5902 DECATUR BLVD,Marion IN,46241,B2,$0,$327,$0,$99658,39.67929450,-86.30324710
ALLOMATIC/RAYBESTOS POWE,CRAWFORDSVILLE,1204 DARLINGTON AVE,Montgomery IN,47933,A1,$0,$0,$17478,$202396,40.04693600,-86.88302900
ALLOMATIC/RAYBESTOS POWE,SULLIVAN,PO BOX 267,Sullivan IN,47882,A1,$0,$0,$0,$202396,,
ALLOMATIC/RAYBESTOS POWERTRAIN,CRAWFORDSVILLE,964 E MARKET ST,Montgomery IN,47933,A1,$0,$0,$1589,$202396,40.04284967,-86.88911038
ALLOMATIC/RAYBESTOS POWERTRAIN,SULLIVAN,110 INDUSTRIAL DR,Sullivan IN,47882,A1,$0,$8788,$27425,$202396,39.12626600,-87.40827600
ALLOY WHEEL REPAIR SPECIALISTS,INDIANAPOLIS,8112 CASTLEWAY COURT W,Marion IN,46250,P,$0,$0,$0,$0,39.90367437,-86.05720397
ALL-PHASE ELECTRIC SUPPLY,COLUMBUS,231 VOLLMER ST,Bartholomew IN,47201,P,$0,$0,$0,$0,39.20116400,-85.91186700
ALLWOOD OUTLET/ALLWOOD INDUSTRIALS,INDIANAPOLIS,4304 W MORRIS STREET,Marion IN,46241,P,$0,$0,$0,$0,39.74974712,-86.23328589
ALOM,INDIANAPOLIS,3910 WALDEMERE AVE,Marion IN,46241,C3,$0,$0,$0,$33741,39.70699613,-86.26134109
ALRO STEEL,MUNCIE,2301 S WALNUT ST,Delaware IN,47302,P,$0,$0,$0,$0,40.17425700,-85.38640400
ALTA EQUIPMENT - USE BP1539,LIVONIA,13211 MERRIMAN RD,Wayne MI,48150,P,$0,$0,$0,$0,42.37855826,-83.35315986
ALTERRA PLASTICS,SEYMOUR,2213 KILLION AVENUE,Jackson IN,47274,D3,$0,$0,$3300,$3300,38.97231146,-85.86341658
ALTEX,WESTFIELD,17201 WESTFIELD ROAD,Hamilton IN,46074,P,$0,$0,$0,$0,40.03681600,-86.13784400
ALTIUM PACKAGING,LEBANON,917 EDWARDS DR,Boone IN,46052,D3,$0,$1522,$0,$1522,40.02344000,-86.49573300
AMACO,INDIANAPOLIS,6060 GUION ROAD,Marion IN,46254,P,$0,$0,$0,$0,39.86460025,-86.23305196
AMARO'S RIGGING AND MOVING,MOORESVILLE,1201 HADLEY RD,Morgan IN,46158,P,$0,$0,($396),($396),39.60926423,-86.35593997
"AMERICAN FEEDING SYSTEMS, INC",NOBLESVILLE,15425 ENDEAVOR DRIVE,Hamilton IN,46060,P,$0,$0,$0,$0,40.01291388,-85.99146614
AMERICAN FIBERTECH CORPORATION,CLARKS HILL,11349 US 52 SOUTH,Tippecanoe IN,47930,C2,$0,$4505,$14980,$22127,40.25508200,-86.70034300
AMERICAN FIT CO LLC,ZIONSVILLE,10650 BENNETT PARKWAY,Boone IN,46077,P,$0,$0,$0,$0,39.94092400,-86.24849500
AMERICAN FLOOR COVERING,PLAINFIELD,2340 PERRY RD,Hendricks IN,46168,P,$0,$0,$0,$0,,
AMERICAN INDUSTRIAL BRANDS,KOKOMO,2500 N UNION ST,Howard IN,46901,C3,$0,$0,$19335,$19335,40.51133240,-86.13017927
AMERICAN INDUSTRIAL TRANSMISSION,WALTON HILLS,20395 HANNAN PKWY,Cuyahoga OH,44146,D3,$0,$0,$0,$300,41.36465810,-81.53082692
AMERICAN METALS SUPPLY,INDIANAPOLIS,2521 PLANES DRIVE,Marion IN,46219,P,$0,$0,$0,$0,39.80453155,-86.01509165
AMERICAN TRANSPORTATION LLC,INDIANAPOLIS,430 S FRANKLIN ROAD,Marion IN,46219,P,$0,$0,$0,$0,39.76283680,-86.02758205
AMERICAS FLOOR SOURCE,INDIANAPOLIS,7676 ZIONSVILLE RD,Marion IN,46268,P,$0,$0,$0,$0,39.89080515,-86.26108481
AMERICOLD LOGISTICS,INDIANAPOLIS,3320 S ARLINGTON AVENUE,Marion IN,46203,P,$0,$0,$0,$0,39.72049330,-86.06740691
AMI ACQUISITION LLC,BEDFORD,309 OOLITIC ROAD,Lawrence IN,47421,D3,$0,$3343,$0,$5223,38.88333483,-86.49997395
AMOS EXTERIORS INC,INDIANAPOLIS,7301 E 46TH STREET,Marion IN,46226,P,$0,$0,$0,$0,39.83938185,-86.04075190
AMPACET RESEARCH CENTER,TERRE HAUTE,3701 N FRUITRIDGE AVENUE,Vigo IN,47804,B1,$0,$67410,$0,$112234,39.51107012,-87.36038712
AMSTON SUPPLY INC,LEBANON,3083 S INDIANAPOLIS ROAD,Boone IN,46052,P,$0,$0,$0,$0,39.99518300,-86.41542100
AMTRAK RECEIVING DEPT,INDIANAPOLIS,6220 CHURCHMAN BYPASS,Marion IN,46203,C2,$0,$0,$0,$75928,39.71174312,-86.05984921
AMTRAK/MECH. DEPT.,BEECH GROVE,202 WALTER BARRICK WAY,Marion IN,46107,C2,$0,$1981,$0,$75928,,
ANDERSON MEMORIAL PARK,ANDERSON,6805 ML KING JR BLVD,Madison IN,46013,D3,$0,$1860,$0,$1860,,
ANDERSON SPRING SERVICE,INDIANAPOLIS,1131 KENTUCKY AVE,Marion IN,46221,D3,$0,$4993,$0,$9023,39.75252085,-86.17703598
ANDY MOHR CHEVROLET,PLAINFIELD,2712 EAST MAIN ST,Marion IN,46268,P,$0,$0,$0,$0,39.72142013,-86.34848806
ANDY MOHR FORD,PLAINFIELD,2713 E MAIN ST,Hendricks IN,46168,P,$0,$0,$0,$0,39.72142465,-86.34847632
ANTHONY PRODUCTS,INDIANAPOLIS,7740 RECORDS ST,Marion IN,46226,P,$0,$0,$0,$0,39.83644185,-86.03247579
ANTIQUE CANDLE CO,LAFAYETTE,1611 SCHUYLER AVENUE,Tippecanoe IN,47904,D3,$0,$272,$0,$272,40.43940867,-86.87996960
ANTREASIAN DESIGN INC,INDIANAPOLIS,3124 RIDGEVIEW DRIVE,Marion IN,46226,P,$0,$0,$0,$0,39.81270465,-86.05774227
APEX,LAFAYETTE,4792 E 400 S,Tippecanoe IN,47905,C2,$0,$15734,$2318,$19833,,
APM EQUIPMENT,INDIANAPOLIS,4923 W. 78TH ST.,Marion IN,46268,P,$0,$0,$0,$0,39.89363190,-86.24477900
APOLLOS WATER,BATTLE GROUND,108 W 1250 S,Tippecanoe IN,47920,D3,$0,$2321,$0,$5182,,
APOLLOS WATER,BATTLE GROUND,108 W 1250S,Tippecanoe IN,47920,D3,$0,$2667,$0,$5182,,
APPLIED INDUSTRIAL TECHNOLOGIES,TERRE HAUTE,200 POPLAR STREET,Vigo IN,47807,D3,$0,$0,$8125,$8125,39.46292400,-87.44466400
"A-PRIME HANDLING, INC",COLUMBUS,3200 COLUMBUS CENTER,Bartholomew IN,47203,D3,$0,$204,$0,$591,39.22028173,-85.88522088
"A-PRIME HANDLING, INC",INDIANAPOLIS,5208 W WASHINGTON STREET,Marion IN,46241,D3,$0,$129,$0,$591,39.75349049,-86.24840320
AQUA SYSTEMS,GREENWOOD,905 N SR135,Johnson IN,46142,P,$0,$0,$0,$0,,
AQUATIC RENOVATION SYSTEM,INDIANAPOLIS,2825 E 55th PLACE,Marion IN,46220,P,$0,$0,$0,$0,39.85373898,-86.11703310
ARAMARK FOOD SEVICE,INDIANAPOLIS,8435 GEORGETOWN RD,Marion IN,46224,D3,$0,$0,$0,$444,39.90958260,-86.23998824
ARCA RECYCLING INC,EDINA,7301 OHMS LANE,Hennepin MN,55439,P,$0,$0,$0,$0,44.87007535,-93.35391286
ARCA RECYCLING INC,INDIANAPOLIS,221 S FRANKLIN RD SUITE 780,Marion IN,46219,P,$0,$0,$0,$0,39.76985445,-86.02114831
ARCAMED LLC,INDIANAPOLIS,5101 DECATUR BLVD,Marion IN,46241,D3,$0,$514,$0,$514,39.68913225,-86.28508686
ARCHITECTURAL BRICK & TILE,FISHERS,8610 E 106TH ST,Hamilton IN,46037,D3,$0,$0,$0,$592,39.94201917,-86.01569534
ARCONIC INC,CLEVELAND,PO BOX 81282,Cuyahoga OH,44181,C2,$0,$0,$0,$44823,,
AREA DIESEL SERVICES,INDIANAPOLIS,5732 W 71st ST,Marion IN,46268,P,$0,$0,$0,$0,39.88228320,-86.26152960
ARGOS GROUP,INDIANAPOLIS,2718 RAND RD,Marion IN,46241,D3,$0,$387,$0,$387,39.72252129,-86.25422375
ARIZONA SPORT SHIRTS,CARMEL,100 GASOLINE ALLEY,Hamilton IN,46032,P,$0,$0,$0,$0,,
ARNOLD MACHINERY,SALT LAKE CITY,2921 W 2100S,Salt Lake UT,84119,P,$0,$0,$0,$0,,
ARP FLEET SERVICES,LAFAYETTE,3312 IMPERIAL PKWY,Tippecanoe IN,47909,D3,$0,$0,$0,$468,40.38002435,-86.84912731
ARROW CONTAINER CO,INDIANAPOLIS,5343 COMMERCE SQUARE DR,Marion IN,46237,B3,$0,$3600,$35031,$160254,39.65369872,-86.07740087
ARROWHEAD PLASTICS,MUNCIE,2909 S HOYT AVE,Delaware IN,47302,P,$0,$0,$0,$0,40.16802176,-85.41140090
ARTISAN HOMES INC,BROWNSBURG,7445 E CR 400N,Hendricks IN,46112,P,$0,$0,$0,$0,,
ASAP AQUATICS,INDIANAPOLIS,3310 N SHADELAND AVENUE,Marion IN,46226,P,$0,$0,$0,$0,39.81683355,-86.04703780
ASHWORTH AND TRAIN,INDIANAPOLIS,5501 N OXFORD ST,Marion IN,46220,D3,$0,$815,$0,$815,39.85277400,-86.11574500
ASIA MART ASIA GARDEN,INDIANAPOLIS,6103 E 86TH ST,Marion IN,46250,P,$0,$0,$0,$0,39.91235427,-86.06489815
ASKK INC KLINE FAMILY FARMS,HARTFORD CITY,1532 N 325 W,Blackford IN,47348,P,$0,$0,$0,$0,40.47341447,-85.43152080
ASPINALL ASSOCIATES,INDIANAPOLIS,6840 HILLSDALE COURT,Marion IN,46250,P,$0,$0,$0,$0,39.89624909,-86.04706822
ASSET RECYCLING,INDIANAPOLIS,701 N HOLT AVE,Marion IN,46241,D3,$0,$880,$0,$880,39.77689100,-86.22623500
ASSOCIATED INTEGRATED SUP CHAIN SOL,BROWNSBURG,4857 N RONALD REAGAN PARKWAY,Hendricks IN,46112,C3,$0,$0,$0,$21923,39.83531500,-86.35207600
ASSOCIATED INTEGRATED SUP CHAIN SOL,FORT WAYNE,3106 INDEPENDENCE DRIVE,Allen IN,46808,C3,$0,$0,$0,$21923,41.10848180,-85.18255580
ASSOCIATED INTEGRATED SUP CHAIN SOL,INDIANAPOLIS,5905 DECATUR BLVD,Marion IN,46241,C3,$0,$0,$0,$21923,39.67725405,-86.29908794
ASSOCIATED MATERIAL HANDLING INDUST,ADDISON,133 NORTH SWIFT ROAD,DuPage IL,60101,D3,$0,$0,$0,$60,41.93055838,-88.04202500
ASSOCIATED ROOFING PROF,TERRE HAUTE,8131 BUDD RD,Vigo IN,47805,P,$0,$0,$0,$0,,
AT&T,INDIANAPOLIS,520 E 106TH ST,Hamilton IN,46280,D3,$0,$0,$1043,$1786,39.94231275,-86.14988948
ATOMIC MACHINE,COLUMBUS,3365 COMMERCE DRIVE,Bartholomew IN,47201,D3,$0,$0,$797,$797,39.23524600,-85.93306200
ATP STEEL & WELDING SUPPL,LEBANON,930 HENDRICKS DR,Boone IN,46052,D3,$0,$2183,$0,$2183,40.03444928,-86.45585286
AUGUSTA EQUIPMENT LEASING,INDIANAPOLIS,1101 HARDING COURT,Marion IN,46217,A2,$0,$0,$0,$423278,39.69591735,-86.17993909
AUTOCAR LLC,BIRMINGHAM,4680 PINSON VALLEY PKWY,Jefferson AL,35215,P,$0,$0,$0,$0,,
AUXILIARY OPERATIONS,INDIANAPOLIS,5150 DECATUR BLVD,Marion IN,46241,P,$0,$0,$0,$0,39.68875545,-86.28884079
AUXILIARY OPERATIONS,PLAINFIELD,923 WHITAKER,Hendricks IN,46168,P,$0,$0,$0,$0,39.69173400,-86.34754600
AVI FOOD SYSTEMS,GREENBURG,4896 W OLD STATE ROAD 46,Decatur IN,47240,D3,$0,$0,$0,$1166,,
AVI FOOD SYSTEMS,INDIANAPOLIS,9214 E 33RD ST,Marion IN,46235,D3,$0,$899,$268,$1166,,
AVID PALLET SERVICES LLC,BELOIT,1401 EDDY AVE,Rock WI,53511,P,$0,$0,($192),($1416),42.52778400,-89.01948500
AVID PALLET SERVICES LLC,INDIANAPOLIS,2800 ENTERPRISE DR,Marion IN,46219,P,$0,($2570),$0,($1416),,
AVON COMMUNITY SCHOOL CO,AVON,469 SOUTH AVON AVE,Hendricks IN,46123,P,$0,$0,$0,$0,39.75661400,-86.39112800
AVON HIGH SCHOOL,AVON,7575 EAST 150 SOUTH,Hendricks IN,46123,P,$0,$0,$0,$0,39.73879600,-86.38769800
AVON MAINTENANCE DEPT.,AVON,469 AVON AVE,Hendricks IN,46168,P,$0,$0,$0,$0,39.75914900,-86.39852161
AWH TRANSPORTS LLC,BROOKSTON,2338  E 1100S,White IN,47923,P,$0,$0,$0,$0,,
AXSOM FLOOR COVERINGS,BEDFORD,933 LINCOLN AVE,Lawrence IN,47421,D3,$0,$286,$0,$286,38.86877002,-86.48831849
AZENTA LIFE SCIENCES,INDIANAPOLIS,2910 FORTUNE CIRCLE W,Marion IN,46241,D3,$0,$0,$482,$2262,39.72154995,-86.26221871
AZZ GALVANIZING MUNCIE,MUNCIE,2415 S WALNUT ST,Delaware IN,47302,D3,$0,$387,$0,$387,40.17312871,-85.38638214
B & B BOX & DRUM,INDIANAPOLIS,1527 W MILLER,Marion IN,46221,P,$0,$0,$0,$0,39.74573310,-86.18798080
B & L ENGINEERING,CRAWFORDSVILLE,319 GLENN ST,Montgomery IN,47933,D3,$0,$0,$268,$8576,40.03900654,-86.92159523
B & L ENGINEERING,CRAWFORDSVILLE,P O  BOX 608,Montgomery IN,47933,D3,$0,$0,$0,$8576,,
B & L SHEET METAL,BLOOMINGTON,1301 N MONROE ST,Monroe IN,47404,D3,$0,$0,$0,$5701,39.17788320,-86.54779875
B & L SHEET METAL,INDIANAPOLIS,333 S FRANKLIN ROAD,Marion IN,46219,D3,$0,$0,$0,$5701,39.76740475,-86.02418380
B H ELECTRIC & SUPPLY,SEYMOUR,PO BOX 1005,Jackson IN,47274,P,$0,$0,$0,$0,,
B MEDICAL SYSTEMS NORTH AMERICA LLC,NOBLESVILLE,14560 BERGEN BLVD,Hamilton IN,46060,P,$0,$0,$0,$0,40.00096958,-85.92673744
B&B GROUP,NOBLESVILLE,14470 BERGEN BLVD,Hamilton IN,46062,P,$0,$0,$0,$0,39.99977963,-85.92673137
B&B GROUP,NOBLESVILLE,20100 Olio Rd,Hamilton IN,46060,P,$0,$0,$0,$0,40.08070300,-85.92004400
B&B HYDRAULIC TRUCK,GREENWOOD,177 NOACK RD,Johnson IN,46143,P,$0,$0,$0,$0,39.60511200,-85.98048500
B&K HYDRAULICS,INDIANAPOLIS,229 S MUESSING STREET,Marion IN,46229,D3,$0,$0,$1450,$1450,39.77415785,-85.95603331
B2S LIFE SCIENCES LLC,FRANKLIN,97 E MONROE STREET,Johnson IN,46131,P,$0,$0,$0,$0,39.47954138,-86.05405956
BAKER LIVESTOCK SERVICE,LAFAYETTE,7825 N 1000 EAST,Tippecanoe IN,47905,D3,$0,$918,$0,$918,,
BALL SYSTEMS INC,WESTFIELD,16469 SOUTHPARK DRIVE,Hamilton IN,46074,D3,$0,$1289,$0,$1289,40.02742164,-86.14558751
BANE-WELKER EQUIPMENT,TERRE HAUTE,300 W MARGARET DRIVE,Vigo IN,47802,D3,$0,$5141,$0,$5141,39.43340500,-87.42201500
BANJO INDUSTRIES,CRAWFORDSVILLE,510 SHERIDAN ST.,Montgomery IN,47933,A2,$0,$0,$0,$255783,40.03646900,-86.89128900
BANKERS LIQUIDATORS,CHAMBLEE,5388 NEW PEACHTREE RD,DeKalb GA,30341,P,$0,$0,$0,$0,33.89112447,-84.30005841
BANKERS LIQUIDATORS,INDIANAPOLIS,4030 PARK 65 DR,Marion IN,46254,P,$0,$0,$0,$0,39.82921646,-86.23146284
BANNER GRAPHIC,GREENCASTLE,100 N JACKSON ST,Putnam IN,46135,D3,$0,$490,$0,$490,39.64488400,-86.86556300
BARGAIN WHOLESALE APPLICANCES,INDIANAPOLIS,9513 E WASHINGTON STREET,Marion IN,46229,D3,$0,$0,$498,$498,39.77441301,-85.99818674
BARKEMA SEEDS,KLEMME,1835 HWY 69,Hancock IA,50449,P,$0,$0,$0,$0,,
BARRY COMPANY,BLOOMINGTON,2037 YOST AVE,Monroe IN,47403,C2,$0,$0,$0,$16206,39.14936948,-86.58062651
BARRY COMPANY INC,COLUMBUS,101 NORTH NATIONAL ROAD,Bartholomew IN,47201,C2,$0,$0,$0,$16206,39.20037620,-85.86158630
BARRY COMPANY INC,FISHERS,13317 BRITTON PARK RD,Hamilton IN,46038,C2,$0,$2696,$0,$16206,39.98147600,-86.00570700
BARRY COMPANY INC,INDIANAPOLIS,1145 E MARYLAND,Marion IN,46206,C2,$0,$3884,$3210,$16206,39.76448500,-86.13886400
BARRY COMPANY INC,INDIANAPOLIS,PO BOX 2045,Marion IN,46206,C2,$0,($473),$0,$16206,,
BARTHOLOMEW COUNTY HIGHWAY DEPT,COLUMBUS,2452 STATE STREET,Bartholomew IN,47201,P,$0,$0,$0,$0,39.19444600,-85.89622000
BASEMENT SYSTEMS,INDIANAPOLIS,320 TRANSFER DR,Marion IN,46214,D3,$0,$2042,$0,$2042,39.76988180,-86.29908660
BASSETT,LEBANON,906 S State Rd 39,Boone IN,46052,C3,$0,$0,$0,$33741,40.02511800,-86.47715800
BASTIAN AUTOMATION AND EN,GREENFIELD,315 W NEW ROAD,Hancock IN,46140,D3,$0,$1193,$3317,$4510,39.81390298,-85.77259921
BASTIAN SOLUTIONS,INDIANAPOLIS,10585 N MERIDIAN ST,Hamilton IN,46290,C3,$0,$0,$0,$11370,39.94051900,-86.15614350
BATTERSBY-DANIELSON & ASSOCIATES,FISHERS,8100 E 106ST,Hamilton IN,46038,D3,$0,$1944,$0,$1944,39.94120800,-86.02634500
BATTERY BUILDERS,NAPERVILLE,PO BOX 5005,DuPage IL,60567,P,$0,$0,$0,$0,,
BAUER HOCKEY,PLAINFIELD,2856 RONALD REAGAN PARKWAY,Hendricks IN,46168,C3,$0,$0,$0,$33741,39.72271900,-86.33896100
BBC PUMP AND EQUIPMENT,INDIANAPOLIS,777 N TIBBS AVENUE,Marion IN,46222,D3,$0,$0,$0,$995,39.77751640,-86.21560993
BC HEAVY TRUCK & ELECTRIC INC,TERRE HAUTE,948 E. MARGARET AVE,Vigo IN,47802,D3,$0,$0,$0,$120,39.43368100,-87.40307376
BCS,INDIANAPOLIS,5045 W 79TH STREET,Marion IN,46268,C2,$0,$0,$0,$66128,39.89562490,-86.24666740
BCS RECYCLING SPECIALIST,CANOGARK,8735 REMMET AVENUE,Los Angeles CA,91304,C2,$0,$75,$0,$66128,34.22920000,-118.60036000
BCS RECYCLING SPECIALIST,INDIANAPOLIS,7951 ZIONSVILLE RD,Marion IN,46268,C2,$0,$0,$0,$75286,39.89807060,-86.25810810
BDI,WESTFIELD,17406 TILLER COURT,Hamilton IN,46074,D3,$0,$342,$0,$342,40.03943641,-86.15345048
BEARD MANAGEMENT CORP,FRANKFORT,4253 E COUNTY RD 800 N,Clinton IN,46041,P,$0,$0,$0,$0,,
BEC ENTERPRISES LLC,INDIANAPOLIS,5719 KOPETSKY DRIVE,Marion IN,46217,P,$0,$0,$0,$0,39.68320675,-86.19221703
BECKS HYBRID,NEOGA,296 CR 550N,Cumberland IL,62447,B1,$0,$1909,$0,$82383,39.24955000,-88.41620800
BECK'S HYBRIDS,EL PASO,90 N FAYETTE ST,Woodford IL,61738,B1,$0,$0,$7324,$82383,40.73901600,-89.02531300
BECK'S HYBRIDS-HARGERS,NOBLESVILLE,3744 E CONNOR STREET,Hamilton IN,46060,B1,$0,$0,$0,$82383,,
BECK'S SUPERIOR HYBRIDS,NOBLESVILLE,3566 E CONNER STREET,Hamilton IN,46060,B1,$0,$0,$0,$82383,40.04553496,-85.98898020
BEDFORD FEED & SEED INC,BEDFORD,917 17TH STREET,Lawrence IN,47421,D3,$0,$449,$0,$449,38.85991680,-86.48306914
BEERING ENTERPRISES INC,CARMEL,1852 LIMEHOUSE STREET,Hamilton IN,46032,P,$0,$0,$0,$0,39.97191487,-86.19013865
BELFOR S K GEN CONTRAC,INDIANAPOLIS,6205 MORENCI TRAIL,Marion IN,46268,D3,$0,$1866,$0,$1866,39.86797670,-86.23679969
BELKIN COMPONENTS,PLAINFIELD,558 AIRTECH PARKWAY,Hendricks IN,46168,C3,$0,$0,$26418,$26418,39.70608187,-86.34553567
BELT POWER LLC,MARION,255 SOUTH 600 EAST,Grant IN,46953,C3,$0,$408,$0,$28661,40.55014601,-85.55977904
BELT POWER LLC,NASHVILLE,PO BOX 306103,Davidson TN,37230,C3,$0,$0,$0,$28661,,
"BEN TIRE DISTRIBUTORS, LTD",BLOOMINGTON,4841 W OLD VERNAL PIKE,Monroe IN,47404,D3,$0,$368,$0,$368,39.18570300,-86.59512100
BENCHMARK INC,TERRE HAUTE,4149 4TH PARKWAY,Vigo IN,47804,D3,$0,$530,$0,$530,39.49899769,-87.35677210
BEST ONE OF INDY,INDIANAPOLIS,9302 E 30TH ST,Marion IN,46229,C2,$0,$14494,$0,$15420,39.81151188,-86.00467904
BEST ONE OF INDY,LAFAYETTE,3326 SOUTH COUNTY RD 460 EAST,Tippecanoe IN,47905,C2,$0,$0,$0,$15420,40.36770100,-86.81801700
BEST ONE OF KOKOMO,KOKOMO,1718 E HAVENS STREET,Howard IN,46901,D3,$0,$0,$0,$1041,40.49593610,-86.10880645
BEST WELD,ANDERSON,1315 W 18TH STREET,Madison IN,46016,C1,$0,$163,$0,$37465,40.09804763,-85.69548979
BG HOADLEY QUARRIES INC,BLOOMINGTON,3211 W ARLINGTON ROAD,Monroe IN,47404,D3,$0,$0,$2885,$2885,39.19548968,-86.55628003
BG SUPPLY,LINTON,575 NORTH 1000W,Greene IN,47441,D3,$0,$5199,$0,$5976,,
BG SUPPLY,LINTON,613 N 1000W,Greene IN,47441,D3,$0,$478,$0,$5976,,
BICC GENERAL CABLE MARIO,MARION,440 EAST 8TH ST,Grant IN,46953,B3,$0,$4818,$147433,$155459,40.55412618,-85.65586857
BIER BREWERY,INDIANAPOLIS,5133 E 65TH ST,Marion IN,46220,P,$0,$0,$0,$0,39.87551890,-86.08285410
"BIG BEN BUILDERS, INC",LAFAYETTE,231 CHESTNUT STREET,Tippecanoe IN,47905,P,$0,$0,$0,$0,40.41209060,-86.89553760
BIG RED LIQUORS,BLOOMINGTON,418 N COLLEGE AVE,Monroe IN,47404,D3,$0,$1369,$0,$1369,39.16974969,-86.53474445
BIG WOODS RESTAURANT,SPEEDWAY,1002 N Main St,Marion IN,46224,P,$0,$0,$0,$0,,
BIGRENTZ,BROWNSBURG,1551 N GREEN ST,Hendricks IN,46112,P,$0,$0,$0,($450),39.86669400,-86.38989100
BIGRENTZ,CRAWFORDSVILLE,801 N ENGLEWOOD DR,Montgomery IN,47933,P,$0,$0,$0,($450),40.04985800,-86.87602800
BIGRENTZ,IRVINE,1063 MCGAW AVENUE,Orange CA,92614,P,$0,$0,($450),($450),33.70199650,-117.85719011
BIGRENTZ,MOORESVILLE,2633 WESTPOINT BLVD,Morgan IN,46158,P,$0,$0,$0,($450),,
BIGRENTZ,SPEEDWAY,6129 CRAWFORDSVILLE RD,Marion IN,46224,P,$0,$0,$0,($450),39.79857190,-86.26797842
BILL TERRELL,FLATROCK,1100 E 900S,Shelby IN,47234,P,$0,$0,$0,$0,,
BIO-RESPONSE SOLUTIONS,DANVILLE,200 COLIN COURT,Hendricks IN,46122,D3,$0,$645,$0,$645,39.75958100,-86.47411100
BIOTOWN AG,REYNOLDS,402 W 100 N,White IN,47980,D3,$0,$0,$0,$731,40.76553208,-86.87926324
BISHOP-TAYLOR ENTERPRISES,INDIANAPOLIS,3000 S SHELBY STREET,Marion IN,46227,P,$0,$0,$0,$0,39.72118900,-86.14105400
"BIT CAPITAL GROUP, LLC",INDIANAPOLIS,6235 MORENCI TRAIL,Marion IN,46268,P,$0,$0,$0,$0,39.86898010,-86.23743350
BLACK EQUIPMENT,EVANSVILLE,1187 BURCH DRIVE,Vanderburgh IN,47725,D2,$0,$0,$0,$8239,,
BLACK EQUIPMENT,LEXINGTON,2400 OVER DRIVE,Fayette KY,40511,D2,$0,$0,$0,$4120,38.07527900,-84.54544800
BLACK GOLD FARMS,ARBYRD,10701 MO-164,Dunklin MO,63821,P,$0,$0,$0,$0,,
BLACK GOLD FARMS,YORKTOWN,2801 SOUTH MARSH AVE,,47395,P,$0,$0,$0,$0,40.16699400,-85.50134900
BLAKELEYS CO,INDIANAPOLIS,412 N TREMONT ST,Marion IN,46222,D3,$0,$872,$0,$436,39.77393175,-86.20301704
BLICHMANN ENGINEERING,LAFAYETTE,1600 CANAL DR,Tippecanoe IN,47904,D3,$0,$290,$0,$2252,40.43334900,-86.88853700
BLICHMANN ENGINEERING,LAFAYETTE,581 N 36TH STREET,Tippecanoe IN,47905,D3,$0,$1962,$0,$2252,40.42314530,-86.85082002
BLUE FOX HEATING & C,WEST LAFAYETTE,1511 W 350N,Tippecanoe IN,47906,D3,$0,$3070,$0,$3070,,
BLUE GIANT HOLDING CORPORATION,MISSISSAUGA,410 ADMIRAL BOULEVARD,,L5T2N,P,$0,$0,$0,$0,,
BLUE MARBLE COCKTAILS,INDIANAPOLIS,7520 GEORGETOWN RD,Marion IN,46268,P,$0,$0,$0,$0,39.88863455,-86.24428118
BLUE RHINO WALTON,WALTON,510 N MAIN ST,Cass IN,46994,P,$0,$0,$0,$0,40.66537500,-86.24534700
BLUE RIVER RESEARCH SVC,CARTHAGE,9407 W 750 NORTH,Rush IN,46115,D3,$0,$0,$0,$467,,
BLUE TRITON BRANDS INC,GREENWOOD,650 COMMERCE PKWY E DR,Johnson IN,46143,A3,$0,$0,$0,$215362,39.61105400,-86.06003900
BLUE TRITON BRANDS INC,GREENWOOD,900 COMMERCE PKWY WEST,Johnson IN,46143,A3,$0,$198846,$0,$215362,39.60474800,-86.06554400
BLUEBIRD FENCE,SHERIDAN,3934 WEST SR 47,Hamilton IN,46069,D3,$0,$1903,$0,$6999,40.13007200,-86.23063600
BLUPRINT,INDIANAPOLIS,5454 DECATUR BLVD,Marion IN,46241,D3,$0,$1011,$0,$1011,39.68521585,-86.29353772
BOB POYNTER CHRYSLER,COLUMBUS,3020 N NATIONAL RD,Bartholomew IN,47201,P,$0,$0,$0,$0,39.22759800,-85.89916300
